countryName,pollutant,reportingYear,emissions
Switzerland,Non-methane volatile organic compounds (NMVOC),2013,2107610
Switzerland,Carbon monoxide (CO),2014,9287265
Switzerland,Polycyclic aromatic hydrocarbons (PAHs),2014,99
Switzerland,Nickel and compounds (as Ni),2015,263
Switzerland,Cadmium and compounds (as Cd),2016,2.5300000000000002
Switzerland,Chlorine and inorganic compounds (as HCl),2016,19414
Switzerland,Hydrochlorofluorocarbons (HCFCs),2016,2
Switzerland,Nitrous oxide (N2O),2016,103867.9
Switzerland,Non-methane volatile organic compounds (NMVOC),2016,1035800
Switzerland,Carbon monoxide (CO),2017,6426512
Switzerland,PCDD + PCDF (dioxins + furans) (as Teq),2017,0.01007499
Switzerland,Polycyclic aromatic hydrocarbons (PAHs),2017,111
Switzerland,Arsenic and compounds (as As),2018,0.46
Switzerland,Nickel and compounds (as Ni),2018,57.5
Switzerland,"1,2-dichloroethane (DCE-1,2)",2019,1390
Switzerland,Cadmium and compounds (as Cd),2019,0.5800000000000001
Switzerland,Chlorine and inorganic compounds (as HCl),2019,21864
Switzerland,Lead and compounds (as Pb),2019,1317.1799999999998
Switzerland,Nitrous oxide (N2O),2019,2230375.1
Switzerland,Non-methane volatile organic compounds (NMVOC),2019,983648.6
Switzerland,Carbon monoxide (CO),2020,14115737
Switzerland,Hydrogen cyanide (HCN),2020,3673
Switzerland,PCDD + PCDF (dioxins + furans) (as Teq),2020,9e-5
Switzerland,Polycyclic aromatic hydrocarbons (PAHs),2020,1313
Switzerland,Arsenic and compounds (as As),2021,0.455
Switzerland,Mercury and compounds (as Hg),2021,239.51399999999998
Switzerland,Nickel and compounds (as Ni),2021,1.38
United Kingdom,Ethylene oxide,2007,11330
United Kingdom,Mercury and compounds (as Hg),2007,3821.6
United Kingdom,Polycyclic aromatic hydrocarbons (PAHs),2007,4119
United Kingdom,Anthracene,2008,241
United Kingdom,Halons,2008,756.27
United Kingdom,Nickel and compounds (as Ni),2008,34242.5
United Kingdom,"1,2-dichloroethane (DCE-1,2)",2009,232800
United Kingdom,Cadmium and compounds (as Cd),2009,479.9
United Kingdom,Chlorine and inorganic compounds (as HCl),2009,5272400
United Kingdom,Hydrogen cyanide (HCN),2009,38262
United Kingdom,Nitrous oxide (N2O),2009,9440900
United Kingdom,Trichloromethane,2009,19030
United Kingdom,Mercury and compounds (as Hg),2010,3282.6
United Kingdom,Polycyclic aromatic hydrocarbons (PAHs),2010,10806
United Kingdom,Anthracene,2011,360.2
United Kingdom,Copper and compounds (as Cu),2011,10326
United Kingdom,Halons,2011,541.75
United Kingdom,Nickel and compounds (as Ni),2011,11557.6
Netherlands,Ammonia (NH3),2019,1888100
Netherlands,Hydrogen cyanide (HCN),2019,92674
Netherlands,Perfluorocarbons (PFCs),2019,3450
Netherlands,Polycyclic aromatic hydrocarbons (PAHs),2019,63
Netherlands,Arsenic and compounds (as As),2020,80.4
Netherlands,Nickel and compounds (as Ni),2020,781.1
Netherlands,Vinyl chloride,2020,13430
Netherlands,Cadmium and compounds (as Cd),2021,435
Netherlands,Non-methane volatile organic compounds (NMVOC),2021,7795000
Norway,Mercury and compounds (as Hg),2007,158.6
Norway,Sulphur oxides (SOX),2008,11511000
Norway,"1,2-dichloroethane (DCE-1,2)",2009,7580
Norway,Brominated diphenylethers (PBDE),2011,0.002
Norway,Fluoranthene,2011,3194.71
Norway,Sulphur oxides (SOX),2011,11014000
Norway,"1,2-dichloroethane (DCE-1,2)",2012,10000
Norway,Fluoranthene,2014,3193.56
Norway,"1,2-dichloroethane (DCE-1,2)",2015,2600
Norway,Total organic carbon(as total C or COD/3) (TOC),2015,89175.5
Norway,Dichloromethane (DCM),2016,3970
Norway,Naphthalene,2016,12125
Norway,Nitrogen oxides (NOX),2016,55885000
Norway,Fluoranthene,2017,3040.5878000000002
Poland,"1,2-dichloroethane (DCE-1,2)",2007,16470
Poland,Carbon dioxide (CO2),2007,199547000000
Poland,Hydrogen cyanide (HCN),2007,10144
Poland,Ethylene oxide,2008,10550
Poland,Fluorine and inorganic compounds (as HF),2008,822770
Poland,Nickel and compounds (as Ni),2008,6946.500000000001
Poland,Halons,2009,2.78
Poland,"1,2-dichloroethane (DCE-1,2)",2010,22310
Poland,Carbon dioxide (CO2),2010,188801000000
Poland,Hydrogen cyanide (HCN),2010,7641
Poland,Trichloromethane,2010,1530
Poland,Ethylene oxide,2011,12800
Poland,Fluorine and inorganic compounds (as HF),2011,783250
Poland,Tetrachloroethylene,2011,16200
Poland,Halons,2012,1
Poland,"1,2-dichloroethane (DCE-1,2)",2013,4140
Poland,Carbon dioxide (CO2),2013,187040000000
Poland,Non-methane volatile organic compounds (NMVOC),2013,4660000
Poland,Trichloromethane,2013,550
Poland,Dichloromethane (DCM),2014,82810
Poland,Fluorine and inorganic compounds (as HF),2014,889130
Poland,Tetrachloroethylene,2014,19240
Poland,"1,2-dichloroethane (DCE-1,2)",2016,6800
Poland,Carbon dioxide (CO2),2016,180505000000
Poland,Non-methane volatile organic compounds (NMVOC),2016,4540000
Poland,Polychlorinated biphenyls (PCBs),2016,5.27
Poland,Trichloromethane,2016,1800
Poland,Dichloromethane (DCM),2017,92500
Poland,Fluorine and inorganic compounds (as HF),2017,680300
Poland,Nitrogen oxides (NOX),2017,195281000
Poland,Nitrous oxide (N2O),2017,4042300
Poland,Tetrachloroethylene,2017,27800
Poland,Anthracene,2018,539
Poland,Arsenic and compounds (as As),2018,5018.3
Poland,Non-methane volatile organic compounds (NMVOC),2019,6346000
Poland,Trichloromethane,2019,1667
Poland,Chlorine and inorganic compounds (as HCl),2020,8482300
Poland,Dichloromethane (DCM),2020,115090
Poland,Nitrogen oxides (NOX),2020,108520000
Switzerland,Polycyclic aromatic hydrocarbons (PAHs),2008,260
Switzerland,Arsenic and compounds (as As),2009,67
Switzerland,Mercury and compounds (as Hg),2009,360.71
Switzerland,Chlorine and inorganic compounds (as HCl),2010,1565
Switzerland,Dichloromethane (DCM),2010,30500
Switzerland,Fluorine and inorganic compounds (as HF),2010,69.9
Switzerland,Lead and compounds (as Pb),2010,3305.53
Switzerland,Carbon monoxide (CO),2011,7225629
Switzerland,PCDD + PCDF (dioxins + furans) (as Teq),2011,6.84e-5
Switzerland,Polycyclic aromatic hydrocarbons (PAHs),2011,270
Switzerland,Arsenic and compounds (as As),2012,5.26
Switzerland,Mercury and compounds (as Hg),2012,349.23
Switzerland,Dichloromethane (DCM),2013,46390
Switzerland,Lead and compounds (as Pb),2013,2631
Switzerland,PCDD + PCDF (dioxins + furans) (as Teq),2014,3.34e-5
Switzerland,Sulphur hexafluoride (SF6),2014,1870
Switzerland,Mercury and compounds (as Hg),2015,326.377
Switzerland,Dichloromethane (DCM),2016,15870
Switzerland,Lead and compounds (as Pb),2016,1922.46
Switzerland,Sulphur oxides (SOX),2016,1969064
Switzerland,Mercury and compounds (as Hg),2018,251.77800000000002
Switzerland,Hydro-fluorocarbons (HFCS),2019,237.8
Switzerland,Sulphur oxides (SOX),2019,1679172.7000000002
Switzerland,Sulphur hexafluoride (SF6),2020,1
United Kingdom,Perfluorocarbons (PFCs),2007,27824
United Kingdom,Sulphur hexafluoride (SF6),2007,5364
United Kingdom,Copper and compounds (as Cu),2008,10036
United Kingdom,Hydro-fluorocarbons (HFCS),2008,58224
United Kingdom,Vinyl chloride,2008,44160
United Kingdom,Di-(2-ethyl hexyl) phthalate (DEHP),2009,6212
United Kingdom,Particulate matter (PM10),2009,12166200
United Kingdom,Sulphur oxides (SOX),2009,296399000
United Kingdom,Carbon dioxide (CO2),2010,315936000000
United Kingdom,Ethylene oxide,2010,1750
United Kingdom,Perfluorocarbons (PFCs),2010,32661
United Kingdom,Sulphur hexafluoride (SF6),2010,5042
United Kingdom,Hydro-fluorocarbons (HFCS),2011,68497
United Kingdom,Vinyl chloride,2011,47700
United Kingdom,Hydrogen cyanide (HCN),2012,39349
United Kingdom,Particulate matter (PM10),2012,16279200
United Kingdom,Sulphur oxides (SOX),2012,345913000
United Kingdom,Carbon dioxide (CO2),2013,228643000000
United Kingdom,Ethylene oxide,2013,3770
United Kingdom,Perfluorocarbons (PFCs),2013,37949
United Kingdom,Polychlorinated biphenyls (PCBs),2013,6.149000000000001
United Kingdom,Sulphur hexafluoride (SF6),2013,2175
United Kingdom,Halons,2014,268.07000000000005
United Kingdom,Hydro-fluorocarbons (HFCS),2014,51505
United Kingdom,Nickel and compounds (as Ni),2014,8344.600000000002
United Kingdom,Vinyl chloride,2014,39550
United Kingdom,Hydrogen cyanide (HCN),2015,25649
United Kingdom,Carbon dioxide (CO2),2016,149869000000
United Kingdom,Ethylene oxide,2016,1570
United Kingdom,Perfluorocarbons (PFCs),2016,41650
United Kingdom,Polychlorinated biphenyls (PCBs),2016,1.7790000000000001
United Kingdom,"1,2-dichloroethane (DCE-1,2)",2008,224900
United Kingdom,Polycyclic aromatic hydrocarbons (PAHs),2008,1227
United Kingdom,Trichloromethane,2008,31220
United Kingdom,"1,1,1-trichloroethane (TCE-1,1,1)",2009,5543
United Kingdom,Anthracene,2009,38241
United Kingdom,Dichloromethane (DCM),2009,382670
United Kingdom,Naphthalene,2009,825837
United Kingdom,Nitrogen oxides (NOX),2009,382151000
United Kingdom,Cadmium and compounds (as Cd),2010,640.1
United Kingdom,Non-methane volatile organic compounds (NMVOC),2010,101759000
United Kingdom,PCDD + PCDF (dioxins + furans) (as Teq),2011,0.050355000000000004
United Kingdom,Polycyclic aromatic hydrocarbons (PAHs),2011,4461
United Kingdom,Trichloromethane,2011,22586
United Kingdom,"1,1,1-trichloroethane (TCE-1,1,1)",2012,5306
United Kingdom,Anthracene,2012,314
United Kingdom,Dichloromethane (DCM),2012,291080
United Kingdom,Methane (CH4),2012,446175000
United Kingdom,Naphthalene,2012,11595
United Kingdom,Nitrogen oxides (NOX),2012,394664000
United Kingdom,Trichloroethylene (TRI),2012,53000
United Kingdom,Cadmium and compounds (as Cd),2013,448.20000000000005
United Kingdom,Non-methane volatile organic compounds (NMVOC),2013,91773000
United Kingdom,PCDD + PCDF (dioxins + furans) (as Teq),2014,0.020665
United Kingdom,Polycyclic aromatic hydrocarbons (PAHs),2014,973
United Kingdom,Anthracene,2015,276.3
United Kingdom,Dichloromethane (DCM),2015,216150
United Kingdom,Methane (CH4),2015,306147000
United Kingdom,Naphthalene,2015,8882
United Kingdom,Nitrogen oxides (NOX),2015,285405000
United Kingdom,Trichloroethylene (TRI),2015,48740
United Kingdom,Phenols (as total C),2016,119
United Kingdom,Toluene,2016,91700
United Kingdom,PCDD + PCDF (dioxins + furans) (as Teq),2017,0.023468000000000003
United Kingdom,Polycyclic aromatic hydrocarbons (PAHs),2017,868
United Kingdom,Benzene,2018,803000
United Kingdom,Dichloromethane (DCM),2018,196070
United Kingdom,Methane (CH4),2018,250126000
United Kingdom,Naphthalene,2018,5207
United Kingdom,Nitrogen oxides (NOX),2018,190436000
United Kingdom,Trichloroethylene (TRI),2018,40400
United Kingdom,Sulphur oxides (SOX),2019,61455000
Sweden,Sulphur oxides (SOX),2014,10407000
Sweden,"1,2-dichloroethane (DCE-1,2)",2015,6250
Sweden,Non-methane volatile organic compounds (NMVOC),2015,25145000
Sweden,Vinyl chloride,2015,19800
Sweden,Benzene,2016,111850
Sweden,Nitrogen oxides (NOX),2016,26751000
Sweden,Carbon monoxide (CO),2017,47521000
Sweden,Copper and compounds (as Cu),2017,2038
Sweden,Sulphur oxides (SOX),2017,8901000
Sweden,Zinc and compounds (as Zn),2017,17897
Sweden,Non-methane volatile organic compounds (NMVOC),2018,23418000
Sweden,Vinyl chloride,2018,17700
Sweden,Nitrogen oxides (NOX),2019,26303000
Sweden,Carbon monoxide (CO),2020,48583000
Sweden,Copper and compounds (as Cu),2020,1153
Sweden,Mercury and compounds (as Hg),2020,86.19999999999999
Sweden,Sulphur oxides (SOX),2020,7484000
Sweden,Zinc and compounds (as Zn),2020,13125
Sweden,Chromium and compounds (as Cr),2021,1457
Switzerland,Chlorofluorocarbons (CFCs),2007,491.37
Switzerland,Halons,2007,374
Switzerland,Hydrochlorofluorocarbons (HCFCs),2008,2770
Switzerland,Naphthalene,2008,220
Switzerland,Nitrogen oxides (NOX),2008,5485316
Switzerland,Trichloroethylene (TRI),2008,27700
Switzerland,Carbon monoxide (CO),2009,9301903
Switzerland,Chlorofluorocarbons (CFCs),2010,105
Switzerland,Chromium and compounds (as Cr),2010,376
Switzerland,Halons,2010,8
Switzerland,Sulphur hexafluoride (SF6),2010,1475
Switzerland,Hydrochlorofluorocarbons (HCFCs),2011,472.5
Switzerland,Nitrogen oxides (NOX),2011,5397127
Switzerland,Trichloroethylene (TRI),2011,15400
Switzerland,Carbon monoxide (CO),2012,5152129
Switzerland,Halons,2013,7
Switzerland,Sulphur hexafluoride (SF6),2013,2180
Switzerland,Methane (CH4),2014,491686
Switzerland,Carbon monoxide (CO),2015,12114583
Switzerland,Sulphur hexafluoride (SF6),2016,208
Switzerland,Methane (CH4),2017,292830
Switzerland,Cadmium and compounds (as Cd),2018,0.599
Switzerland,Chromium and compounds (as Cr),2019,4.95
Switzerland,Sulphur hexafluoride (SF6),2019,1.65
Switzerland,Methane (CH4),2020,256214
Switzerland,Nickel and compounds (as Ni),2020,1.34
Switzerland,Particulate matter (PM10),2020,29701.4
Switzerland,Cadmium and compounds (as Cd),2021,0.599
United Kingdom,"1,2-dichloroethane (DCE-1,2)",2007,274300
United Kingdom,Di-(2-ethyl hexyl) phthalate (DEHP),2007,311
United Kingdom,Vinyl chloride,2007,352620
United Kingdom,Naphthalene,2008,8666
United Kingdom,Nitrogen oxides (NOX),2008,437628000
United Kingdom,Non-methane volatile organic compounds (NMVOC),2008,125020000
United Kingdom,Trichloroethylene (TRI),2008,753440
United Kingdom,Copper and compounds (as Cu),2009,5210
United Kingdom,Di-(2-ethyl hexyl) phthalate (DEHP),2010,289
United Kingdom,Vinyl chloride,2010,95970
United Kingdom,Naphthalene,2011,13498
United Kingdom,Nitrogen oxides (NOX),2011,351692000
United Kingdom,Non-methane volatile organic compounds (NMVOC),2011,99282000
United Kingdom,"1,2-dichloroethane (DCE-1,2)",2012,295000
United Kingdom,Chlorine and inorganic compounds (as HCl),2012,7802800
United Kingdom,Di-(2-ethyl hexyl) phthalate (DEHP),2012,266
United Kingdom,Trichloromethane,2012,16480
United Kingdom,Mercury and compounds (as Hg),2013,2850.9
United Kingdom,Naphthalene,2013,7882
United Kingdom,Nitrogen oxides (NOX),2013,370586000
United Kingdom,Polycyclic aromatic hydrocarbons (PAHs),2013,931.3
United Kingdom,Trichloroethylene (TRI),2013,21000
United Kingdom,Copper and compounds (as Cu),2014,7293
United Kingdom,"1,2-dichloroethane (DCE-1,2)",2015,331400
United Kingdom,Di-(2-ethyl hexyl) phthalate (DEHP),2015,105
United Kingdom,Particulate matter (PM10),2015,13648800
United Kingdom,Sulphur oxides (SOX),2015,163351000
United Kingdom,Trichloromethane,2015,30730
United Kingdom,Xylenes,2015,166070
United Kingdom,Naphthalene,2016,5751
United Kingdom,Nitrogen oxides (NOX),2016,210771000
United Kingdom,Trichloroethylene (TRI),2016,67600
United Kingdom,Copper and compounds (as Cu),2017,4365
United Kingdom,Hydro-fluorocarbons (HFCS),2017,61617
United Kingdom,Particulate matter (PM10),2018,8260400
United Kingdom,Sulphur oxides (SOX),2018,72441000
United Kingdom,Carbon dioxide (CO2),2019,149022000000
United Kingdom,Naphthalene,2019,4606
United Kingdom,Nitrogen oxides (NOX),2019,164183000
United Kingdom,Trichloroethylene (TRI),2019,46100
Switzerland,Zinc and compounds (as Zn),2010,12207.529999999999
Switzerland,Non-methane volatile organic compounds (NMVOC),2011,2017130
Switzerland,Polychlorinated biphenyls (PCBs),2011,1
Switzerland,PCDD + PCDF (dioxins + furans) (as Teq),2012,6.596e-5
Switzerland,Mercury and compounds (as Hg),2013,328.68
Switzerland,Sulphur oxides (SOX),2013,1910722.1
Switzerland,Zinc and compounds (as Zn),2013,8176.2
Switzerland,PCDD + PCDF (dioxins + furans) (as Teq),2015,0.0020376
Switzerland,Tetrachloroethylene,2015,2340
Switzerland,Mercury and compounds (as Hg),2016,263.74
Switzerland,Zinc and compounds (as Zn),2016,6945.6
Switzerland,Nitrous oxide (N2O),2018,1903978.3
Switzerland,PCDD + PCDF (dioxins + furans) (as Teq),2018,0.010096
Switzerland,Tetrachloroethylene,2018,2970
Switzerland,Dichloromethane (DCM),2019,14019
Switzerland,Ethylene oxide,2019,698
Switzerland,Mercury and compounds (as Hg),2019,200.45
Switzerland,Zinc and compounds (as Zn),2019,4973.5
Switzerland,Chlorine and inorganic compounds (as HCl),2021,7524
Switzerland,Nitrous oxide (N2O),2021,1624785.4
Switzerland,Tetrachloroethylene,2021,1110
United Kingdom,Carbon dioxide (CO2),2007,271577000000
United Kingdom,Polychlorinated biphenyls (PCBs),2007,9.389999999999999
United Kingdom,Sulphur oxides (SOX),2007,473580000
United Kingdom,Ammonia (NH3),2008,14102900
United Kingdom,Hydrochlorofluorocarbons (HCFCs),2008,374604.91000000003
United Kingdom,Hydrogen cyanide (HCN),2008,34629
United Kingdom,Benzene,2009,1306800
United Kingdom,Carbon monoxide (CO),2009,309513000
United Kingdom,Chlorofluorocarbons (CFCs),2009,52312.130000000005
United Kingdom,Fluorine and inorganic compounds (as HF),2009,1887860
United Kingdom,Zinc and compounds (as Zn),2009,34897
United Kingdom,Halons,2010,326.43
United Kingdom,Polychlorinated biphenyls (PCBs),2010,5.19
United Kingdom,Sulphur oxides (SOX),2010,318885000
United Kingdom,Ammonia (NH3),2011,12743000
United Kingdom,Hydrochlorofluorocarbons (HCFCs),2011,251182.00000000003
United Kingdom,Hydrogen cyanide (HCN),2011,49538
United Kingdom,Benzene,2012,1087360
United Kingdom,Carbon dioxide (CO2) excluding biomass,2012,86031790000
United Kingdom,Carbon monoxide (CO),2012,378976000
United Kingdom,Fluorine and inorganic compounds (as HF),2012,2645090
United Kingdom,Mercury and compounds (as Hg),2012,2750.2
United Kingdom,Zinc and compounds (as Zn),2012,35077
United Kingdom,Halons,2013,22.740000000000002
United Kingdom,Sulphur oxides (SOX),2013,277453000
United Kingdom,Hydrochlorofluorocarbons (HCFCs),2014,119228.95000000001
United Kingdom,Hydrogen cyanide (HCN),2014,25787
United Kingdom,Trichloromethane,2014,12980
United Kingdom,Benzene,2015,829980
United Kingdom,Carbon monoxide (CO),2015,385394000
United Kingdom,Mercury and compounds (as Hg),2015,1953
United Kingdom,Zinc and compounds (as Zn),2015,48474
United Kingdom,Halons,2016,238.42000000000002
United Kingdom,Sulphur oxides (SOX),2016,92100000
United Kingdom,Hydrochlorofluorocarbons (HCFCs),2017,32363.560000000005
Switzerland,Nickel and compounds (as Ni),2016,246
Switzerland,PCDD + PCDF (dioxins + furans) (as Teq),2016,2.619e-5
Switzerland,Mercury and compounds (as Hg),2017,248.17000000000002
Switzerland,Sulphur oxides (SOX),2017,2063840
Switzerland,Dichloromethane (DCM),2018,14267.5
Switzerland,Ethylene oxide,2018,621
Switzerland,Carbon monoxide (CO),2019,8170609
Switzerland,Nickel and compounds (as Ni),2019,1.39
Switzerland,PCDD + PCDF (dioxins + furans) (as Teq),2019,0.00409
Switzerland,"1,2-dichloroethane (DCE-1,2)",2020,1180
Switzerland,Mercury and compounds (as Hg),2020,311.153
Switzerland,Dichloromethane (DCM),2021,10347
United Kingdom,Anthracene,2007,352
United Kingdom,Copper and compounds (as Cu),2007,7888
United Kingdom,Hydrogen cyanide (HCN),2007,45717
United Kingdom,Particulate matter (PM10),2007,20609900
United Kingdom,Carbon dioxide (CO2),2008,268727000000
United Kingdom,Chlorine and inorganic compounds (as HCl),2008,6749200
United Kingdom,Di-(2-ethyl hexyl) phthalate (DEHP),2008,330.9
United Kingdom,Fluorine and inorganic compounds (as HF),2008,2343180
United Kingdom,Polychlorinated biphenyls (PCBs),2008,7.2799999999999985
United Kingdom,Halons,2009,430.76
United Kingdom,Polycyclic aromatic hydrocarbons (PAHs),2009,951.1
